pipeline_id,status,ref,source,created_at,updated_at,duration,queued_duration,web_url
90302452,success,main,push,2026-01-12T21:14:18.180Z,2026-01-12T22:28:10.355Z,4366.0,70.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90302452
90297397,canceled,renovate/integrations-core-digest,push,2026-01-12T20:58:07.481Z,2026-01-12T22:17:27.952Z,4703.0,68.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90297397
90297070,success,main,push,2026-01-12T20:56:51.891Z,2026-01-12T22:28:01.771Z,5397.0,82.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90297070
90296950,failed,ajwerner/fix-irgen-issues,push,2026-01-12T20:56:35.642Z,2026-01-12T22:14:37.904Z,4619.0,73.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90296950
90296065,failed,ella/observer-events-correlation,push,2026-01-12T20:54:41.720Z,2026-01-12T22:15:51.363Z,4809.0,92.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90296065
90294031,success,main,pipeline,2026-01-12T20:46:22.687Z,2026-01-12T22:56:31.071Z,7722.0,95.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90294031
90292568,success,mq-working-branch-main-ad47a7c,push,2026-01-12T20:40:41.089Z,2026-01-12T21:12:07.406Z,1881.0,6.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90292568
90291682,success,main,push,2026-01-12T20:35:12.498Z,2026-01-12T22:04:06.553Z,5272.0,69.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90291682
90290941,success,7.74.x,pipeline,2026-01-12T20:31:34.348Z,2026-01-12T22:39:45.454Z,7604.0,92.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90290941
90290704,success,mq-working-branch-main-375b765,push,2026-01-12T20:30:12.109Z,2026-01-12T20:54:59.188Z,1477.0,14.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90290704
90290672,failed,sopell/fine-grained-monitor,push,2026-01-12T20:29:49.939Z,2026-01-12T21:55:09.297Z,5062.0,71.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90290672
90290026,failed,sopell/fine-grained-monitor,push,2026-01-12T20:25:39.445Z,2026-01-12T21:46:36.520Z,4799.0,69.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90290026
90286795,failed,7.75.x,pipeline,2026-01-12T20:10:23.066Z,2026-01-12T21:26:44.977Z,4492.0,100.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90286795
90286662,success,main,pipeline,2026-01-12T20:09:49.082Z,2026-01-12T22:09:51.808Z,7116.0,92.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90286662
90286538,success,aleksandr.pasechnik/svls-8237-fix-cloud-run-jobs-trace-reparenting,push,2026-01-12T20:09:08.224Z,2026-01-12T21:18:39.001Z,4115.0,71.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90286538
90286311,failed,bryce.kahle/kmt-ubuntu-2510,push,2026-01-12T20:07:38.200Z,2026-01-12T23:36:59.129Z,7885.0,57.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90286311
90286212,success,mq-working-branch-main-be82c1d,push,2026-01-12T20:06:39.097Z,2026-01-12T20:33:11.899Z,1586.0,5.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90286212
90286169,success,adrien.boitreaud/databricks-avoid-obfuscation,push,2026-01-12T20:06:14.539Z,2026-01-12T21:28:53.144Z,4897.0,71.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90286169
90283402,failed,matthew.deguzman/mcp-experiments,push,2026-01-12T19:55:19.575Z,2026-01-12T21:24:05.003Z,5204.0,71.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90283402
90279740,canceled,compare/jlineaweaver/exp-133/1768246713,api,2026-01-12T19:39:14.321Z,2026-01-12T19:41:25.654Z,71.0,67.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90279740
90279369,failed,jlineaweaver/exp-133,push,2026-01-12T19:36:59.059Z,2026-01-12T21:49:16.101Z,7546.0,78.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90279369
90279169,success,andrew.glaude/cc-new-keeps,push,2026-01-12T19:35:31.687Z,2026-01-12T20:45:34.312Z,4139.0,74.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90279169
90278448,failed,bryce.kahle/kmt-ubuntu-2510,api,2026-01-12T19:31:33.935Z,2026-01-12T21:14:49.581Z,6140.0,59.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90278448
90278385,failed,bryce.kahle/kmt-ubuntu-2510,push,2026-01-12T19:31:16.527Z,2026-01-12T21:10:14.551Z,5883.0,56.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90278385
90277002,failed,jeremy.hanna/common-root-install-path,push,2026-01-12T19:25:48.813Z,2026-01-12T21:40:15.232Z,8009.0,55.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90277002
90273219,success,arnaud.py/SINT-4518,push,2026-01-12T19:11:55.572Z,2026-01-12T20:31:18.453Z,4703.0,75.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90273219
90273210,failed,andrew.glaude/cc-new-keeps,push,2026-01-12T19:11:52.141Z,2026-01-12T20:16:47.880Z,3841.0,76.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90273210
90271696,success,joey.kelroy/update-oracle-conf,push,2026-01-12T19:00:22.395Z,2026-01-12T20:04:52.548Z,3808.0,69.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90271696
90271493,success,ibraheem/update-histogram-helpers-api,push,2026-01-12T18:59:25.278Z,2026-01-12T21:49:18.273Z,6235.0,63.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90271493
90270041,success,main,push,2026-01-12T18:49:41.497Z,2026-01-12T20:13:04.962Z,4941.0,66.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90270041
90269756,success,stanley.liu/dd-extension-ddot,push,2026-01-12T18:43:43.133Z,2026-01-12T20:06:39.153Z,4914.0,72.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90269756
90268860,failed,ajwerner/fix-irgen-issues,push,2026-01-12T18:35:01.417Z,2026-01-12T19:51:34.261Z,4539.0,65.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90268860
90268763,failed,ibraheem/update-histogram-helpers-api,push,2026-01-12T18:34:05.164Z,2026-01-12T19:21:28.098Z,2786.0,63.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90268763
90268178,failed,wyn.bennett/DELA-237-selective,push,2026-01-12T18:29:39.055Z,2026-01-12T20:10:42.845Z,5996.0,65.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90268178
90267559,failed,renovate/protocolbuffers-protobuf-33.x,push,2026-01-12T18:24:50.845Z,2026-01-12T19:37:35.484Z,4306.0,71.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90267559
90267521,success,renovate/integrations-core-digest,push,2026-01-12T18:24:36.924Z,2026-01-12T20:13:12.725Z,6443.0,83.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90267521
90267366,failed,joey.kelroy/update-oracle-conf,push,2026-01-12T18:23:35.933Z,2026-01-12T19:42:08.739Z,4646.0,79.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90267366
90267035,success,mrafi/host-hardware,push,2026-01-12T18:21:33.651Z,2026-01-12T19:46:05.756Z,5003.0,81.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90267035
90266981,failed,mrafi/host-hardware,push,2026-01-12T18:21:24.120Z,2026-01-12T18:42:44.436Z,461.0,89.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90266981
90266021,failed,wyn.bennett/DELA-237-selective,push,2026-01-12T18:17:21.600Z,2026-01-12T19:56:34.769Z,5890.0,71.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90266021
90264955,failed,ibraheem/update-histogram-helpers-api,push,2026-01-12T18:12:08.704Z,2026-01-12T19:09:44.392Z,3015.0,73.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90264955
90260609,failed,sopell/fine-grained-monitor,push,2026-01-12T17:50:17.584Z,2026-01-12T19:27:26.824Z,5770.0,70.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90260609
90260541,failed,mrafi/host-hardware,push,2026-01-12T17:49:46.976Z,2026-01-12T18:58:06.052Z,3978.0,72.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90260541
90260419,success,adrien.boitreaud/databricks-avoid-obfuscation,push,2026-01-12T17:48:57.703Z,2026-01-12T19:34:58.059Z,6121.0,73.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90260419
90258507,failed,maxime/enable-ntm-by-config,push,2026-01-12T17:42:44.787Z,2026-01-12T18:59:20.031Z,4024.0,82.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90258507
90258226,success,aiuto/expf,push,2026-01-12T17:42:01.194Z,2026-01-12T19:03:06.256Z,4301.0,73.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90258226
90255067,success,main,push,2026-01-12T17:33:16.889Z,2026-01-12T19:18:52.040Z,6258.0,99.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90255067
90253820,canceled,mrafi/host-hardware,push,2026-01-12T17:29:23.934Z,2026-01-12T18:01:50.968Z,605.0,79.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90253820
90253466,failed,mrafi/host-hardware,push,2026-01-12T17:26:56.653Z,2026-01-12T18:03:19.915Z,508.0,88.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90253466
90253071,canceled,mq-working-branch-main-430ba97,push,2026-01-12T17:24:22.591Z,2026-01-12T18:23:24.158Z,1978.0,8.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90253071
90252508,canceled,adrien.boitreaud/databricks-avoid-obfuscation,push,2026-01-12T17:23:27.699Z,2026-01-12T18:01:47.548Z,1984.0,97.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90252508
90251119,success,mwdd146980/incident-47888-fix,push,2026-01-12T17:15:57.457Z,2026-01-12T18:56:42.273Z,5336.0,80.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90251119
90251023,success,backport-44933-to-7.74.x,push,2026-01-12T17:15:18.539Z,2026-01-12T18:57:04.278Z,6015.0,72.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90251023
90250962,success,backport-44933-to-7.74.x,push,2026-01-12T17:15:03.008Z,2026-01-12T19:13:11.666Z,6948.0,69.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90250962
90250039,success,mq-working-branch-main-d55abb6,push,2026-01-12T17:13:44.214Z,2026-01-12T18:47:46.582Z,3671.0,9.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90250039
90250010,success,main,push,2026-01-12T17:13:35.501Z,2026-01-12T19:09:09.926Z,6364.0,104.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90250010
90248541,success,paul/fa-fix-jmx-instance-field,push,2026-01-12T17:06:57.642Z,2026-01-12T19:10:06.832Z,5470.0,75.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90248541
90247770,success,main,pipeline,2026-01-12T17:03:14.501Z,2026-01-12T19:06:00.856Z,7276.0,100.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90247770
90244905,canceled,compare/guillaume.pagnoux/sd-agent-package/1768236883,api,2026-01-12T16:55:30.092Z,2026-01-12T16:57:44.659Z,73.0,80.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90244905
90244739,success,crayon/CONTINT-5038_kind_cluster_v1.35_fix,push,2026-01-12T16:54:42.190Z,2026-01-12T18:50:31.479Z,6869.0,96.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90244739
90244568,success,dependabot/go_modules/aws-sdk-go-v2-0fadfe3766,push,2026-01-12T16:53:46.981Z,2026-01-12T19:44:24.841Z,8406.0,90.0,https://gitlab.ddbuild.io/DataDog/datadog-agent/-/pipelines/90244568
